ts,co2,humidity,pm25,temperature,voc
2016-11-21 00:00:00,0.1461535916053293,0.9999999999999998,0.09931159852187388,0.3689244255858415,2.7755575615628914e-17
2016-11-21 01:00:00,0.17642584467859607,0.85965543071161,0.06121905670123575,0.6038041171750566,0.001403139524686528
2016-11-21 02:00:00,0.3647172209920222,0.8191980024968786,0.1677673143402074,0.7920376081828042,0.0018942383583267913
2016-11-21 03:00:00,0.46642948165837694,0.8137137220449744,0.24850995351054955,0.8620277284746933,0.006664912742260831
2016-11-21 04:00:00,0.4737034412201868,0.7951575681912757,0.1460489385450644,0.8898850689259992,0.0012197747004377008
2016-11-21 05:00:00,0.5225370669810147,0.7995382964277109,0.12286923352008582,0.9005624786862834,0.0014123707057699803
2016-11-21 06:00:00,0.6108569821279365,0.8015920099875151,0.12996423888425318,0.9228398576634769,0.004419889502762453
2016-11-21 07:00:00,0.76487936839725,0.8068836177000964,0.08231314817022291,0.952798362889411,0.04298868718758224
2016-11-21 08:00:00,0.9301566597634522,0.7912427647259106,0.045393589007249775,0.960307628337409,0.024251991102819823
2016-11-21 09:00:00,0.9999999999999999,0.7918034275337642,0.032166039944082625,0.9383643670715349,0.041472339814881284
2016-11-21 10:00:00,0.9048227186248269,0.7886392009987513,0.04015102194265384,0.9293608139452054,0.033695586181774
2016-11-21 11:00:00,0.5362672847912746,0.7725961595624511,0.0780503380276893,0.8889320514176822,0.0012628255722178516
2016-11-21 12:00:00,0.4113495944936064,0.7779239492301286,0.06042417898438434,0.8453316660967944,0.001233228097868952
2016-11-21 13:00:00,0.3374558930299858,0.7652201414898043,0.07611029749842484,0.8290364253178746,0.0008569173525763973
2016-11-21 14:00:00,0.28710466228942205,0.7551550145651269,0.07189986515079269,0.8081110470600574,0.0009372533543804407
2016-11-21 15:00:00,0.24317990592011596,0.7520658001028124,0.04384111196034023,0.7726314802167829,0.0009285482148660845
2016-11-21 16:00:00,0.21718049871212403,0.7504903957772076,0.033160592505222984,0.7442469577959678,0.000456943463631454
2016-11-21 17:00:00,0.1967898674417386,0.7500868358995694,0.025497675527476463,0.7199956701105337,0.0004735595895817013
2016-11-21 18:00:00,0.179837121828405,0.7468034748231376,0.023485460871379184,0.7007230228126762,0.000986582478295181
2016-11-21 19:00:00,0.16588720738508544,0.7428646624152242,0.027852190609968644,0.6797521059335052,0.00038396723479598716
2016-11-21 20:00:00,0.1515861569607368,0.7428803281612264,0.02844073020792534,0.6547223654745813,0.0006765136994024284
2016-11-21 21:00:00,0.14362152989385962,0.7435778193924261,0.025693989152461565,0.630491829051842,0.0007892659826361503
2016-11-21 22:00:00,0.1335971905480196,0.741605136436597,0.03527046472421368,0.6104348863416291,0.0015221558236554467
2016-11-21 23:00:00,0.12821295910741715,0.7350737504045866,0.0759079349942385,0.5935299080242129,0.0005261773217574567
2016-11-22 00:00:00,0.12686058172679632,0.7351779411538049,0.03608064793843789,0.578560861579275,0.0008769622029290852
2016-11-22 01:00:00,0.162239785127112,0.711110278818144,0.005635355823101684,0.5999371135101148,0.0007892659826361781
2016-11-22 02:00:00,0.32356197588195224,0.6832554544914093,0.007753563339747633,0.6332894126102393,0.0012402751155711211
2016-11-22 03:00:00,0.4541382058444764,0.659988650550448,0.02599318371460463,0.6558390793142976,0.00172203487120616
2016-11-22 04:00:00,0.5456986156443471,0.6735001537932654,0.03568790911493831,0.6858686108637357,0.03390412134106589
2016-11-22 05:00:00,0.586729558534386,0.625125260091552,0.03510549529145309,0.7751770185961888,0.0011575901078663825
2016-11-22 06:00:00,0.6702477091163793,0.601419059508947,0.03816567826916199,0.8083343069857283,0.00276243093922654
2016-11-22 07:00:00,0.7711637193622153,0.5895760733865274,0.03713390205600502,0.8296424561649123,0.0031570639305446013
2016-11-22 08:00:00,0.8036273707793444,0.5877884528397475,0.03635065587959387,0.8186819191928785,0.013177310318794835
2016-11-22 09:00:00,0.7349031744412197,0.5924154330895901,0.035567409703182735,0.7758477096382022,0.001465779682038565
2016-11-22 10:00:00,0.5914289484028035,0.5606991260923841,0.03535421843623059,0.748044313431659,0.0018213830368526418
2016-11-22 11:00:00,0.41203345688734494,0.5358278342548004,0.02916659571207194,0.70960481903934,0.0011275228323373854
2016-11-22 12:00:00,0.2930311085863669,0.5117769454848107,0.02759938610084635,0.6991410667679272,0.0004735595895817013
2016-11-22 13:00:00,0.19354416172824868,0.5037857440104629,0.044079832433629076,0.6234842011808039,0.0013530273988048153
2016-11-22 14:00:00,0.1526143511484062,0.5116687473990844,0.02750490360753801,0.5547980158109698,0.0005022601707684871
2016-11-22 15:00:00,0.13260019325972244,0.5184852267998332,0.04094735402803391,0.5001868300812506,0.0010214030363526888
2016-11-22 16:00:00,0.12031222809431663,0.5199658321834546,0.015437665865701325,0.4714199713348304,0.0010800481867652562
2016-11-22 17:00:00,0.11386764764008422,0.5166939473805889,0.00808350220526881,0.43612811661835726,0.0015785319652723007
2016-11-22 18:00:00,0.10772312927522187,0.5169205160216395,0.002309572058648233,0.395695989420056,0.002671361787383919
2016-11-22 19:00:00,0.1055290403796676,0.5176737411568875,0.002309572058648233,0.3639832663517768,0.0009865824782952087
2016-11-22 20:00:00,0.10321040831915462,0.5122385906505755,0.0,0.33406643631196564,0.0013680610365693485
2016-11-22 21:00:00,0.10314974092264084,0.5092342904702456,0.009469245440457746,0.3106773012417512,0.0005261773217574289
2016-11-22 22:00:00,0.10487497001100288,0.5069350811485642,0.04518100339730599,0.2841200015120253,0.0010852407261247449
